GEOID,GEOID_2,Block Group,Tract,County,Total Population,Millennial Population,Pct,Year
080050056111,15000US080050056111,Block Group 1, Census Tract 56.11, Arapahoe County,1044,84,0.08045977,2013
080050056112,15000US080050056112,Block Group 2, Census Tract 56.11, Arapahoe County,1395,286,0.205017921,2013
080050056113,15000US080050056113,Block Group 3, Census Tract 56.11, Arapahoe County,1391,314,0.22573688,2013
080050056114,15000US080050056114,Block Group 4, Census Tract 56.11, Arapahoe County,1068,173,0.161985019,2013
080050056121,15000US080050056121,Block Group 1, Census Tract 56.12, Arapahoe County,1568,148,0.094387755,2013
080050056122,15000US080050056122,Block Group 2, Census Tract 56.12, Arapahoe County,2039,643,0.315350662,2013
080050056141,15000US080050056141,Block Group 1, Census Tract 56.14, Arapahoe County,1693,303,0.178972239,2013
080050056142,15000US080050056142,Block Group 2, Census Tract 56.14, Arapahoe County,539,137,0.254174397,2013
080050056143,15000US080050056143,Block Group 3, Census Tract 56.14, Arapahoe County,970,138,0.142268041,2013
080050056191,15000US080050056191,Block Group 1, Census Tract 56.19, Arapahoe County,1462,187,0.127906977,2013
080050056192,15000US080050056192,Block Group 2, Census Tract 56.19, Arapahoe County,1095,198,0.180821918,2013
080050056193,15000US080050056193,Block Group 3, Census Tract 56.19, Arapahoe County,694,199,0.286743516,2013
080050056194,15000US080050056194,Block Group 4, Census Tract 56.19, Arapahoe County,1265,252,0.199209486,2013
080050056201,15000US080050056201,Block Group 1, Census Tract 56.20, Arapahoe County,1063,498,0.468485419,2013
080050056202,15000US080050056202,Block Group 2, Census Tract 56.20, Arapahoe County,1644,319,0.194038929,2013
080050056211,15000US080050056211,Block Group 1, Census Tract 56.21, Arapahoe County,1669,162,0.09706411,2013
080050056212,15000US080050056212,Block Group 2, Census Tract 56.21, Arapahoe County,1498,282,0.188251001,2013
080050056221,15000US080050056221,Block Group 1, Census Tract 56.22, Arapahoe County,1318,103,0.07814871,2013
080050056222,15000US080050056222,Block Group 2, Census Tract 56.22, Arapahoe County,1130,229,0.202654867,2013
080050056231,15000US080050056231,Block Group 1, Census Tract 56.23, Arapahoe County,2538,332,0.130811663,2013
080050056232,15000US080050056232,Block Group 2, Census Tract 56.23, Arapahoe County,1411,53,0.037562013,2013
080050056241,15000US080050056241,Block Group 1, Census Tract 56.24, Arapahoe County,2270,306,0.134801762,2013
080050056251,15000US080050056251,Block Group 1, Census Tract 56.25, Arapahoe County,1103,222,0.201269266,2013
080050056252,15000US080050056252,Block Group 2, Census Tract 56.25, Arapahoe County,1761,185,0.105053947,2013
080050056261,15000US080050056261,Block Group 1, Census Tract 56.26, Arapahoe County,2043,309,0.151248164,2013
080050056262,15000US080050056262,Block Group 2, Census Tract 56.26, Arapahoe County,1423,158,0.111033029,2013
080050056271,15000US080050056271,Block Group 1, Census Tract 56.27, Arapahoe County,1929,279,0.144634526,2013
080050056272,15000US080050056272,Block Group 2, Census Tract 56.27, Arapahoe County,1165,193,0.165665236,2013
080050056273,15000US080050056273,Block Group 3, Census Tract 56.27, Arapahoe County,1337,151,0.112939417,2013
080050056281,15000US080050056281,Block Group 1, Census Tract 56.28, Arapahoe County,1488,114,0.076612903,2013
080050056282,15000US080050056282,Block Group 2, Census Tract 56.28, Arapahoe County,1465,316,0.215699659,2013
080050056283,15000US080050056283,Block Group 3, Census Tract 56.28, Arapahoe County,1541,368,0.23880597,2013
080050056284,15000US080050056284,Block Group 4, Census Tract 56.28, Arapahoe County,1011,193,0.190900099,2013
080050056291,15000US080050056291,Block Group 1, Census Tract 56.29, Arapahoe County,1328,146,0.109939759,2013
080050056292,15000US080050056292,Block Group 2, Census Tract 56.29, Arapahoe County,911,48,0.052689352,2013
080050056301,15000US080050056301,Block Group 1, Census Tract 56.30, Arapahoe County,1221,112,0.091728092,2013
080050056302,15000US080050056302,Block Group 2, Census Tract 56.30, Arapahoe County,1413,210,0.148619958,2013
080050056303,15000US080050056303,Block Group 3, Census Tract 56.30, Arapahoe County,1762,558,0.316685585,2013
080050056304,15000US080050056304,Block Group 4, Census Tract 56.30, Arapahoe County,914,122,0.133479212,2013
080050056311,15000US080050056311,Block Group 1, Census Tract 56.31, Arapahoe County,712,58,0.081460674,2013
080050056312,15000US080050056312,Block Group 2, Census Tract 56.31, Arapahoe County,717,143,0.19944212,2013
080050056313,15000US080050056313,Block Group 3, Census Tract 56.31, Arapahoe County,1670,220,0.131736527,2013
080050056321,15000US080050056321,Block Group 1, Census Tract 56.32, Arapahoe County,900,143,0.158888889,2013
080050056322,15000US080050056322,Block Group 2, Census Tract 56.32, Arapahoe County,2424,473,0.195132013,2013
080050056331,15000US080050056331,Block Group 1, Census Tract 56.33, Arapahoe County,1891,363,0.191961925,2013
080050056332,15000US080050056332,Block Group 2, Census Tract 56.33, Arapahoe County,1311,228,0.173913043,2013
080050056341,15000US080050056341,Block Group 1, Census Tract 56.34, Arapahoe County,1777,188,0.105796286,2013
080050056342,15000US080050056342,Block Group 2, Census Tract 56.34, Arapahoe County,1254,188,0.149920255,2013
080050056351,15000US080050056351,Block Group 1, Census Tract 56.35, Arapahoe County,2360,341,0.144491525,2013
080050056352,15000US080050056352,Block Group 2, Census Tract 56.35, Arapahoe County,909,51,0.056105611,2013
080050056353,15000US080050056353,Block Group 3, Census Tract 56.35, Arapahoe County,1898,465,0.244994731,2013
080050056361,15000US080050056361,Block Group 1, Census Tract 56.36, Arapahoe County,1883,194,0.103027084,2013
080050057001,15000US080050057001,Block Group 1, Census Tract 57, Arapahoe County,1098,342,0.31147541,2013
080050057002,15000US080050057002,Block Group 2, Census Tract 57, Arapahoe County,1932,819,0.423913043,2013
080050057003,15000US080050057003,Block Group 3, Census Tract 57, Arapahoe County,672,249,0.370535714,2013
080050058001,15000US080050058001,Block Group 1, Census Tract 58, Arapahoe County,930,165,0.177419355,2013
080050058002,15000US080050058002,Block Group 2, Census Tract 58, Arapahoe County,1307,348,0.266258607,2013
080050059511,15000US080050059511,Block Group 1, Census Tract 59.51, Arapahoe County,1140,271,0.237719298,2013
080050059512,15000US080050059512,Block Group 2, Census Tract 59.51, Arapahoe County,1060,289,0.272641509,2013
080050059513,15000US080050059513,Block Group 3, Census Tract 59.51, Arapahoe County,1289,399,0.309542281,2013
080050059514,15000US080050059514,Block Group 4, Census Tract 59.51, Arapahoe County,967,92,0.095139607,2013
080050059521,15000US080050059521,Block Group 1, Census Tract 59.52, Arapahoe County,1472,236,0.160326087,2013
080050059522,15000US080050059522,Block Group 2, Census Tract 59.52, Arapahoe County,1787,805,0.450475658,2013
080050060001,15000US080050060001,Block Group 1, Census Tract 60, Arapahoe County,844,209,0.247630332,2013
080050060002,15000US080050060002,Block Group 2, Census Tract 60, Arapahoe County,715,179,0.25034965,2013
080050060003,15000US080050060003,Block Group 3, Census Tract 60, Arapahoe County,1090,192,0.176146789,2013
080050061001,15000US080050061001,Block Group 1, Census Tract 61, Arapahoe County,1225,280,0.228571429,2013
080050061002,15000US080050061002,Block Group 2, Census Tract 61, Arapahoe County,789,204,0.258555133,2013
080050061003,15000US080050061003,Block Group 3, Census Tract 61, Arapahoe County,662,281,0.424471299,2013
080050062001,15000US080050062001,Block Group 1, Census Tract 62, Arapahoe County,730,236,0.323287671,2013
080050062002,15000US080050062002,Block Group 2, Census Tract 62, Arapahoe County,682,217,0.318181818,2013
080050062003,15000US080050062003,Block Group 3, Census Tract 62, Arapahoe County,676,215,0.318047337,2013
080050062004,15000US080050062004,Block Group 4, Census Tract 62, Arapahoe County,895,202,0.225698324,2013
080050063001,15000US080050063001,Block Group 1, Census Tract 63, Arapahoe County,689,109,0.15820029,2013
080050063002,15000US080050063002,Block Group 2, Census Tract 63, Arapahoe County,493,31,0.062880325,2013
080050063003,15000US080050063003,Block Group 3, Census Tract 63, Arapahoe County,681,167,0.245227606,2013
080050063004,15000US080050063004,Block Group 4, Census Tract 63, Arapahoe County,591,205,0.346869712,2013
080050064001,15000US080050064001,Block Group 1, Census Tract 64, Arapahoe County,694,220,0.317002882,2013
080050064002,15000US080050064002,Block Group 2, Census Tract 64, Arapahoe County,1376,427,0.310319767,2013
080050064003,15000US080050064003,Block Group 3, Census Tract 64, Arapahoe County,811,136,0.167694205,2013
080050065011,15000US080050065011,Block Group 1, Census Tract 65.01, Arapahoe County,1855,926,0.499191375,2013
080050065021,15000US080050065021,Block Group 1, Census Tract 65.02, Arapahoe County,1076,262,0.243494424,2013
080050065022,15000US080050065022,Block Group 2, Census Tract 65.02, Arapahoe County,1627,341,0.209588199,2013
080050065023,15000US080050065023,Block Group 3, Census Tract 65.02, Arapahoe County,721,85,0.117891817,2013
080050066011,15000US080050066011,Block Group 1, Census Tract 66.01, Arapahoe County,1358,393,0.289396171,2013
080050066012,15000US080050066012,Block Group 2, Census Tract 66.01, Arapahoe County,1344,224,0.166666667,2013
080050066013,15000US080050066013,Block Group 3, Census Tract 66.01, Arapahoe County,1374,596,0.433770015,2013
080050066014,15000US080050066014,Block Group 4, Census Tract 66.01, Arapahoe County,1037,302,0.291224687,2013
080050066031,15000US080050066031,Block Group 1, Census Tract 66.03, Arapahoe County,864,230,0.266203704,2013
080050066032,15000US080050066032,Block Group 2, Census Tract 66.03, Arapahoe County,1052,162,0.153992395,2013
080050066033,15000US080050066033,Block Group 3, Census Tract 66.03, Arapahoe County,1442,210,0.145631068,2013
080050066041,15000US080050066041,Block Group 1, Census Tract 66.04, Arapahoe County,1068,168,0.157303371,2013
080050066042,15000US080050066042,Block Group 2, Census Tract 66.04, Arapahoe County,1497,397,0.265197061,2013
080050066043,15000US080050066043,Block Group 3, Census Tract 66.04, Arapahoe County,1264,247,0.195411392,2013
080050067041,15000US080050067041,Block Group 1, Census Tract 67.04, Arapahoe County,702,7,0.00997151,2013
080050067042,15000US080050067042,Block Group 2, Census Tract 67.04, Arapahoe County,1666,127,0.076230492,2013
080050067043,15000US080050067043,Block Group 3, Census Tract 67.04, Arapahoe County,1184,84,0.070945946,2013
080050067044,15000US080050067044,Block Group 4, Census Tract 67.04, Arapahoe County,822,97,0.118004866,2013
080050067051,15000US080050067051,Block Group 1, Census Tract 67.05, Arapahoe County,1752,144,0.082191781,2013
080050067061,15000US080050067061,Block Group 1, Census Tract 67.06, Arapahoe County,1632,298,0.182598039,2013
080050067062,15000US080050067062,Block Group 2, Census Tract 67.06, Arapahoe County,2768,655,0.236632948,2013
080050067063,15000US080050067063,Block Group 3, Census Tract 67.06, Arapahoe County,879,56,0.06370876,2013
080050067071,15000US080050067071,Block Group 1, Census Tract 67.07, Arapahoe County,1538,357,0.232119636,2013
080050067072,15000US080050067072,Block Group 2, Census Tract 67.07, Arapahoe County,862,188,0.218097448,2013
080050067073,15000US080050067073,Block Group 3, Census Tract 67.07, Arapahoe County,1462,388,0.265389877,2013
080050067074,15000US080050067074,Block Group 4, Census Tract 67.07, Arapahoe County,1021,166,0.1625857,2013
080050067081,15000US080050067081,Block Group 1, Census Tract 67.08, Arapahoe County,1767,90,0.050933786,2013
080050067082,15000US080050067082,Block Group 2, Census Tract 67.08, Arapahoe County,1127,156,0.138420586,2013
080050067083,15000US080050067083,Block Group 3, Census Tract 67.08, Arapahoe County,1815,378,0.208264463,2013
080050067091,15000US080050067091,Block Group 1, Census Tract 67.09, Arapahoe County,1309,111,0.084797555,2013
080050067092,15000US080050067092,Block Group 2, Census Tract 67.09, Arapahoe County,1256,314,0.25,2013
080050067093,15000US080050067093,Block Group 3, Census Tract 67.09, Arapahoe County,1318,232,0.176024279,2013
080050067094,15000US080050067094,Block Group 4, Census Tract 67.09, Arapahoe County,1333,129,0.096774194,2013
080050067111,15000US080050067111,Block Group 1, Census Tract 67.11, Arapahoe County,713,143,0.20056101,2013
080050067112,15000US080050067112,Block Group 2, Census Tract 67.11, Arapahoe County,853,135,0.158264947,2013
080050067113,15000US080050067113,Block Group 3, Census Tract 67.11, Arapahoe County,1041,131,0.125840538,2013
080050067114,15000US080050067114,Block Group 4, Census Tract 67.11, Arapahoe County,1441,100,0.069396253,2013
080050067121,15000US080050067121,Block Group 1, Census Tract 67.12, Arapahoe County,1143,131,0.114610674,2013
080050067122,15000US080050067122,Block Group 2, Census Tract 67.12, Arapahoe County,269,8,0.029739777,2013
080050067131,15000US080050067131,Block Group 1, Census Tract 67.13, Arapahoe County,1366,765,0.560029283,2013
080050068081,15000US080050068081,Block Group 1, Census Tract 68.08, Arapahoe County,1802,133,0.073806881,2013
080050068082,15000US080050068082,Block Group 2, Census Tract 68.08, Arapahoe County,1352,115,0.085059172,2013
080050068083,15000US080050068083,Block Group 3, Census Tract 68.08, Arapahoe County,2290,258,0.112663755,2013
080050068151,15000US080050068151,Block Group 1, Census Tract 68.15, Arapahoe County,623,60,0.096308186,2013
080050068152,15000US080050068152,Block Group 2, Census Tract 68.15, Arapahoe County,1225,185,0.151020408,2013
080050068153,15000US080050068153,Block Group 3, Census Tract 68.15, Arapahoe County,1920,705,0.3671875,2013
080050068154,15000US080050068154,Block Group 4, Census Tract 68.15, Arapahoe County,565,332,0.587610619,2013
080050068541,15000US080050068541,Block Group 1, Census Tract 68.54, Arapahoe County,2262,578,0.255526083,2013
080050068551,15000US080050068551,Block Group 1, Census Tract 68.55, Arapahoe County,2903,466,0.160523596,2013
080050068552,15000US080050068552,Block Group 2, Census Tract 68.55, Arapahoe County,2304,423,0.18359375,2013
080050068561,15000US080050068561,Block Group 1, Census Tract 68.56, Arapahoe County,1143,526,0.460192476,2013
080050068562,15000US080050068562,Block Group 2, Census Tract 68.56, Arapahoe County,2294,550,0.239755885,2013
080050068563,15000US080050068563,Block Group 3, Census Tract 68.56, Arapahoe County,2440,1223,0.501229508,2013
080050068564,15000US080050068564,Block Group 4, Census Tract 68.56, Arapahoe County,1450,560,0.386206897,2013
